State,Race,Table Names,Year,Population
WY,White,PopByRace2016.csv,2016,482500
AL,American Indian/Alaska Native,PopByRace2015.csv,2015,16300
AL,Asian,PopByRace2015.csv,2015,55300
AL,Black,PopByRace2015.csv,2015,1251500
AL,Hispanic,PopByRace2015.csv,2015,188000
AL,Multiple Races,PopByRace2015.csv,2015,86500
AL,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
AL,Total,PopByRace2015.csv,2015,4730100
AL,White,PopByRace2015.csv,2015,3131400
AK,American Indian/Alaska Native,PopByRace2015.csv,2015,98700
AK,Asian,PopByRace2015.csv,2015,49000
AK,Black,PopByRace2015.csv,2015,22900
AK,Hispanic,PopByRace2015.csv,2015,47600
AK,Multiple Races,PopByRace2015.csv,2015,51000
AK,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,2800
AK,Total,PopByRace2015.csv,2015,707500
AK,White,PopByRace2015.csv,2015,435400
AZ,American Indian/Alaska Native,PopByRace2015.csv,2015,270800
AZ,Asian,PopByRace2015.csv,2015,207300
AZ,Black,PopByRace2015.csv,2015,264200
AZ,Hispanic,PopByRace2015.csv,2015,2045900
AZ,Multiple Races,PopByRace2015.csv,2015,143100
AZ,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,8900
AZ,Total,PopByRace2015.csv,2015,6655100
AZ,White,PopByRace2015.csv,2015,3714900
AR,American Indian/Alaska Native,PopByRace2015.csv,2015,18000
AR,Asian,PopByRace2015.csv,2015,39000
AR,Black,PopByRace2015.csv,2015,446400
AR,Hispanic,PopByRace2015.csv,2015,204300
AR,Multiple Races,PopByRace2015.csv,2015,62600
AR,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,6100
AR,Total,PopByRace2015.csv,2015,2882300
AR,White,PopByRace2015.csv,2015,2106000
CA,American Indian/Alaska Native,PopByRace2015.csv,2015,130000
CA,Asian,PopByRace2015.csv,2015,5405400
CA,Black,PopByRace2015.csv,2015,2084000
CA,Hispanic,PopByRace2015.csv,2015,14903200
CA,Multiple Races,PopByRace2015.csv,2015,1161000
CA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,138000
CA,Total,PopByRace2015.csv,2015,38325100
CA,White,PopByRace2015.csv,2015,14503600
CO,American Indian/Alaska Native,PopByRace2015.csv,2015,25300
CO,Asian,PopByRace2015.csv,2015,160200
CO,Black,PopByRace2015.csv,2015,204900
CO,Hispanic,PopByRace2015.csv,2015,1137200
CO,Multiple Races,PopByRace2015.csv,2015,133600
CO,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,7500
CO,Total,PopByRace2015.csv,2015,5315400
CO,White,PopByRace2015.csv,2015,3646600
CT,American Indian/Alaska Native,PopByRace2015.csv,2015,3700
CT,Asian,PopByRace2015.csv,2015,149000
CT,Black,PopByRace2015.csv,2015,342500
CT,Hispanic,PopByRace2015.csv,2015,540400
CT,Multiple Races,PopByRace2015.csv,2015,75600
CT,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
CT,Total,PopByRace2015.csv,2015,3478100
CT,White,PopByRace2015.csv,2015,2366300
DE,American Indian/Alaska Native,PopByRace2015.csv,2015,2200
DE,Asian,PopByRace2015.csv,2015,36000
DE,Black,PopByRace2015.csv,2015,191900
DE,Hispanic,PopByRace2015.csv,2015,83300
DE,Multiple Races,PopByRace2015.csv,2015,23900
DE,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
DE,Total,PopByRace2015.csv,2015,918300
DE,White,PopByRace2015.csv,2015,580400
FL,American Indian/Alaska Native,PopByRace2015.csv,2015,31100
FL,Asian,PopByRace2015.csv,2015,524600
FL,Black,PopByRace2015.csv,2015,3027300
FL,Hispanic,PopByRace2015.csv,2015,4883700
FL,Multiple Races,PopByRace2015.csv,2015,402700
FL,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,8600
FL,Total,PopByRace2015.csv,2015,19812500
FL,White,PopByRace2015.csv,2015,10934500
GA,American Indian/Alaska Native,PopByRace2015.csv,2015,16100
GA,Asian,PopByRace2015.csv,2015,374700
GA,Black,PopByRace2015.csv,2015,3039500
GA,Hispanic,PopByRace2015.csv,2015,922200
GA,Multiple Races,PopByRace2015.csv,2015,207700
GA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
GA,Total,PopByRace2015.csv,2015,9909700
GA,White,PopByRace2015.csv,2015,5346500
HI,American Indian/Alaska Native,PopByRace2015.csv,2015,1700
HI,Asian,PopByRace2015.csv,2015,502600
HI,Black,PopByRace2015.csv,2015,19700
HI,Hispanic,PopByRace2015.csv,2015,137100
HI,Multiple Races,PopByRace2015.csv,2015,288500
HI,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,117400
HI,Total,PopByRace2015.csv,2015,1362600
HI,White,PopByRace2015.csv,2015,295700
ID,American Indian/Alaska Native,PopByRace2015.csv,2015,18000
ID,Asian,PopByRace2015.csv,2015,18200
ID,Black,PopByRace2015.csv,2015,9100
ID,Hispanic,PopByRace2015.csv,2015,192800
ID,Multiple Races,PopByRace2015.csv,2015,38200
ID,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
ID,Total,PopByRace2015.csv,2015,1617200
ID,White,PopByRace2015.csv,2015,1339100
IL,American Indian/Alaska Native,PopByRace2015.csv,2015,13300
IL,Asian,PopByRace2015.csv,2015,653200
IL,Black,PopByRace2015.csv,2015,1739800
IL,Hispanic,PopByRace2015.csv,2015,2134700
IL,Multiple Races,PopByRace2015.csv,2015,234900
IL,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,3100
IL,Total,PopByRace2015.csv,2015,12549700
IL,White,PopByRace2015.csv,2015,7770700
IN,American Indian/Alaska Native,PopByRace2015.csv,2015,13000
IN,Asian,PopByRace2015.csv,2015,130600
IN,Black,PopByRace2015.csv,2015,575400
IN,Hispanic,PopByRace2015.csv,2015,424500
IN,Multiple Races,PopByRace2015.csv,2015,128500
IN,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
IN,Total,PopByRace2015.csv,2015,6415100
IN,White,PopByRace2015.csv,2015,5141100
IA,American Indian/Alaska Native,PopByRace2015.csv,2015,9400
IA,Asian,PopByRace2015.csv,2015,65600
IA,Black,PopByRace2015.csv,2015,93200
IA,Hispanic,PopByRace2015.csv,2015,169900
IA,Multiple Races,PopByRace2015.csv,2015,54000
IA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
IA,Total,PopByRace2015.csv,2015,3019800
IA,White,PopByRace2015.csv,2015,2625300
KS,American Indian/Alaska Native,PopByRace2015.csv,2015,17900
KS,Asian,PopByRace2015.csv,2015,82300
KS,Black,PopByRace2015.csv,2015,159100
KS,Hispanic,PopByRace2015.csv,2015,326000
KS,Multiple Races,PopByRace2015.csv,2015,75700
KS,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
KS,Total,PopByRace2015.csv,2015,2816600
KS,White,PopByRace2015.csv,2015,2155100
KY,American Indian/Alaska Native,PopByRace2015.csv,2015,7900
KY,Asian,PopByRace2015.csv,2015,58800
KY,Black,PopByRace2015.csv,2015,332100
KY,Hispanic,PopByRace2015.csv,2015,139600
KY,Multiple Races,PopByRace2015.csv,2015,81100
KY,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
KY,Total,PopByRace2015.csv,2015,4283400
KY,White,PopByRace2015.csv,2015,3662100
LA,American Indian/Alaska Native,PopByRace2015.csv,2015,21100
LA,Asian,PopByRace2015.csv,2015,76900
LA,Black,PopByRace2015.csv,2015,1438800
LA,Hispanic,PopByRace2015.csv,2015,220800
LA,Multiple Races,PopByRace2015.csv,2015,80200
LA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
LA,Total,PopByRace2015.csv,2015,4530300
LA,White,PopByRace2015.csv,2015,2692200
ME,American Indian/Alaska Native,PopByRace2015.csv,2015,6400
ME,Asian,PopByRace2015.csv,2015,13800
ME,Black,PopByRace2015.csv,2015,13700
ME,Hispanic,PopByRace2015.csv,2015,19300
ME,Multiple Races,PopByRace2015.csv,2015,28100
ME,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
ME,Total,PopByRace2015.csv,2015,1292600
ME,White,PopByRace2015.csv,2015,1211100
MD,American Indian/Alaska Native,PopByRace2015.csv,2015,9100
MD,Asian,PopByRace2015.csv,2015,372200
MD,Black,PopByRace2015.csv,2015,1680700
MD,Hispanic,PopByRace2015.csv,2015,557200
MD,Multiple Races,PopByRace2015.csv,2015,184700
MD,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
MD,Total,PopByRace2015.csv,2015,5838300
MD,White,PopByRace2015.csv,2015,3032100
MA,American Indian/Alaska Native,PopByRace2015.csv,2015,7000
MA,Asian,PopByRace2015.csv,2015,411200
MA,Black,PopByRace2015.csv,2015,437900
MA,Hispanic,PopByRace2015.csv,2015,729300
MA,Multiple Races,PopByRace2015.csv,2015,177200
MA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
MA,Total,PopByRace2015.csv,2015,6555600
MA,White,PopByRace2015.csv,2015,4792000
MI,American Indian/Alaska Native,PopByRace2015.csv,2015,39400
MI,Asian,PopByRace2015.csv,2015,280600
MI,Black,PopByRace2015.csv,2015,1320200
MI,Hispanic,PopByRace2015.csv,2015,473300
MI,Multiple Races,PopByRace2015.csv,2015,236400
MI,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
MI,Total,PopByRace2015.csv,2015,9693800
MI,White,PopByRace2015.csv,2015,7341600
MN,American Indian/Alaska Native,PopByRace2015.csv,2015,48100
MN,Asian,PopByRace2015.csv,2015,255000
MN,Black,PopByRace2015.csv,2015,303500
MN,Hispanic,PopByRace2015.csv,2015,271400
MN,Multiple Races,PopByRace2015.csv,2015,134900
MN,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
MN,Total,PopByRace2015.csv,2015,5365600
MN,White,PopByRace2015.csv,2015,4350500
MS,American Indian/Alaska Native,PopByRace2015.csv,2015,10700
MS,Asian,PopByRace2015.csv,2015,28400
MS,Black,PopByRace2015.csv,2015,1089000
MS,Hispanic,PopByRace2015.csv,2015,77000
MS,Multiple Races,PopByRace2015.csv,2015,27700
MS,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
MS,Total,PopByRace2015.csv,2015,2889300
MS,White,PopByRace2015.csv,2015,1655400
MO,American Indian/Alaska Native,PopByRace2015.csv,2015,21900
MO,Asian,PopByRace2015.csv,2015,110500
MO,Black,PopByRace2015.csv,2015,667000
MO,Hispanic,PopByRace2015.csv,2015,229600
MO,Multiple Races,PopByRace2015.csv,2015,133500
MO,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,5100
MO,Total,PopByRace2015.csv,2015,5890900
MO,White,PopByRace2015.csv,2015,4723300
MT,American Indian/Alaska Native,PopByRace2015.csv,2015,62700
MT,Asian,PopByRace2015.csv,2015,6100
MT,Black,PopByRace2015.csv,2015,3900
MT,Hispanic,PopByRace2015.csv,2015,35800
MT,Multiple Races,PopByRace2015.csv,2015,22700
MT,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
MT,Total,PopByRace2015.csv,2015,1005900
MT,White,PopByRace2015.csv,2015,873900
NE,American Indian/Alaska Native,PopByRace2015.csv,2015,15800
NE,Asian,PopByRace2015.csv,2015,37300
NE,Black,PopByRace2015.csv,2015,88200
NE,Hispanic,PopByRace2015.csv,2015,191300
NE,Multiple Races,PopByRace2015.csv,2015,30000
NE,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
NE,Total,PopByRace2015.csv,2015,1838400
NE,White,PopByRace2015.csv,2015,1475100
NV,American Indian/Alaska Native,PopByRace2015.csv,2015,23100
NV,Asian,PopByRace2015.csv,2015,227200
NV,Black,PopByRace2015.csv,2015,229800
NV,Hispanic,PopByRace2015.csv,2015,801900
NV,Multiple Races,PopByRace2015.csv,2015,107500
NV,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,15200
NV,Total,PopByRace2015.csv,2015,2842700
NV,White,PopByRace2015.csv,2015,1437900
NH,American Indian/Alaska Native,PopByRace2015.csv,2015,1700
NH,Asian,PopByRace2015.csv,2015,31900
NH,Black,PopByRace2015.csv,2015,14600
NH,Hispanic,PopByRace2015.csv,2015,42000
NH,Multiple Races,PopByRace2015.csv,2015,21500
NH,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
NH,Total,PopByRace2015.csv,2015,1287600
NH,White,PopByRace2015.csv,2015,1175700
NJ,American Indian/Alaska Native,PopByRace2015.csv,2015,7700
NJ,Asian,PopByRace2015.csv,2015,829100
NJ,Black,PopByRace2015.csv,2015,1084500
NJ,Hispanic,PopByRace2015.csv,2015,1732200
NJ,Multiple Races,PopByRace2015.csv,2015,187300
NJ,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
NJ,Total,PopByRace2015.csv,2015,8776300
NJ,White,PopByRace2015.csv,2015,4933200
NM,American Indian/Alaska Native,PopByRace2015.csv,2015,174500
NM,Asian,PopByRace2015.csv,2015,27900
NM,Black,PopByRace2015.csv,2015,33700
NM,Hispanic,PopByRace2015.csv,2015,980800
NM,Multiple Races,PopByRace2015.csv,2015,36500
NM,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
NM,Total,PopByRace2015.csv,2015,2035300
NM,White,PopByRace2015.csv,2015,780300
NY,American Indian/Alaska Native,PopByRace2015.csv,2015,40300
NY,Asian,PopByRace2015.csv,2015,1635600
NY,Black,PopByRace2015.csv,2015,2737800
NY,Hispanic,PopByRace2015.csv,2015,3641400
NY,Multiple Races,PopByRace2015.csv,2015,437200
NY,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,5900
NY,Total,PopByRace2015.csv,2015,19269200
NY,White,PopByRace2015.csv,2015,10771000
NC,American Indian/Alaska Native,PopByRace2015.csv,2015,103300
NC,Asian,PopByRace2015.csv,2015,259200
NC,Black,PopByRace2015.csv,2015,2063700
NC,Hispanic,PopByRace2015.csv,2015,888700
NC,Multiple Races,PopByRace2015.csv,2015,203000
NC,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
NC,Total,PopByRace2015.csv,2015,9733700
NC,White,PopByRace2015.csv,2015,6213600
ND,American Indian/Alaska Native,PopByRace2015.csv,2015,35800
ND,Asian,PopByRace2015.csv,2015,8500
ND,Black,PopByRace2015.csv,2015,9800
ND,Hispanic,PopByRace2015.csv,2015,24600
ND,Multiple Races,PopByRace2015.csv,2015,20300
ND,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
ND,Total,PopByRace2015.csv,2015,726400
ND,White,PopByRace2015.csv,2015,626300
OH,American Indian/Alaska Native,PopByRace2015.csv,2015,14700
OH,Asian,PopByRace2015.csv,2015,224600
OH,Black,PopByRace2015.csv,2015,1349300
OH,Hispanic,PopByRace2015.csv,2015,396000
OH,Multiple Races,PopByRace2015.csv,2015,278900
OH,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
OH,Total,PopByRace2015.csv,2015,11293300
OH,White,PopByRace2015.csv,2015,9026200
OK,American Indian/Alaska Native,PopByRace2015.csv,2015,259800
OK,Asian,PopByRace2015.csv,2015,75200
OK,Black,PopByRace2015.csv,2015,260000
OK,Hispanic,PopByRace2015.csv,2015,383500
OK,Multiple Races,PopByRace2015.csv,2015,278100
OK,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
OK,Total,PopByRace2015.csv,2015,3783700
OK,White,PopByRace2015.csv,2015,2524700
OR,American Indian/Alaska Native,PopByRace2015.csv,2015,36900
OR,Asian,PopByRace2015.csv,2015,159600
OR,Black,PopByRace2015.csv,2015,67500
OR,Hispanic,PopByRace2015.csv,2015,499700
OR,Multiple Races,PopByRace2015.csv,2015,141800
OR,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,14200
OR,Total,PopByRace2015.csv,2015,3948700
OR,White,PopByRace2015.csv,2015,3029100
PA,American Indian/Alaska Native,PopByRace2015.csv,2015,12800
PA,Asian,PopByRace2015.csv,2015,407700
PA,Black,PopByRace2015.csv,2015,1267000
PA,Hispanic,PopByRace2015.csv,2015,830600
PA,Multiple Races,PopByRace2015.csv,2015,251300
PA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
PA,Total,PopByRace2015.csv,2015,12386400
PA,White,PopByRace2015.csv,2015,9614500
RI,American Indian/Alaska Native,PopByRace2015.csv,2015,3300
RI,Asian,PopByRace2015.csv,2015,33600
RI,Black,PopByRace2015.csv,2015,52800
RI,Hispanic,PopByRace2015.csv,2015,148000
RI,Multiple Races,PopByRace2015.csv,2015,32900
RI,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
RI,Total,PopByRace2015.csv,2015,1014400
RI,White,PopByRace2015.csv,2015,743500
SC,American Indian/Alaska Native,PopByRace2015.csv,2015,13500
SC,Asian,PopByRace2015.csv,2015,66900
SC,Black,PopByRace2015.csv,2015,1279000
SC,Hispanic,PopByRace2015.csv,2015,249800
SC,Multiple Races,PopByRace2015.csv,2015,89400
SC,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
SC,Total,PopByRace2015.csv,2015,4734000
SC,White,PopByRace2015.csv,2015,3031800
SD,American Indian/Alaska Native,PopByRace2015.csv,2015,62100
SD,Asian,PopByRace2015.csv,2015,9900
SD,Black,PopByRace2015.csv,2015,11400
SD,Hispanic,PopByRace2015.csv,2015,28100
SD,Multiple Races,PopByRace2015.csv,2015,29900
SD,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
SD,Total,PopByRace2015.csv,2015,829000
SD,White,PopByRace2015.csv,2015,686800
TN,American Indian/Alaska Native,PopByRace2015.csv,2015,17900
TN,Asian,PopByRace2015.csv,2015,100700
TN,Black,PopByRace2015.csv,2015,1063400
TN,Hispanic,PopByRace2015.csv,2015,325900
TN,Multiple Races,PopByRace2015.csv,2015,131000
TN,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
TN,Total,PopByRace2015.csv,2015,6422800
TN,White,PopByRace2015.csv,2015,4782000
TX,American Indian/Alaska Native,PopByRace2015.csv,2015,59000
TX,Asian,PopByRace2015.csv,2015,1215700
TX,Black,PopByRace2015.csv,2015,3074800
TX,Hispanic,PopByRace2015.csv,2015,10466100
TX,Multiple Races,PopByRace2015.csv,2015,444100
TX,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,17500
TX,Total,PopByRace2015.csv,2015,26777500
TX,White,PopByRace2015.csv,2015,11500100
UT,American Indian/Alaska Native,PopByRace2015.csv,2015,30500
UT,Asian,PopByRace2015.csv,2015,70100
UT,Black,PopByRace2015.csv,2015,32400
UT,Hispanic,PopByRace2015.csv,2015,403000
UT,Multiple Races,PopByRace2015.csv,2015,64800
UT,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,18100
UT,Total,PopByRace2015.csv,2015,2945200
UT,White,PopByRace2015.csv,2015,2326300
VT,American Indian/Alaska Native,PopByRace2015.csv,2015,
VT,Asian,PopByRace2015.csv,2015,8100
VT,Black,PopByRace2015.csv,2015,7400
VT,Hispanic,PopByRace2015.csv,2015,9300
VT,Multiple Races,PopByRace2015.csv,2015,11200
VT,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
VT,Total,PopByRace2015.csv,2015,602400
VT,White,PopByRace2015.csv,2015,563900
VA,American Indian/Alaska Native,PopByRace2015.csv,2015,15000
VA,Asian,PopByRace2015.csv,2015,514300
VA,Black,PopByRace2015.csv,2015,1492500
VA,Hispanic,PopByRace2015.csv,2015,722700
VA,Multiple Races,PopByRace2015.csv,2015,250500
VA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,3000
VA,Total,PopByRace2015.csv,2015,8051200
VA,White,PopByRace2015.csv,2015,5053300
WA,American Indian/Alaska Native,PopByRace2015.csv,2015,77500
WA,Asian,PopByRace2015.csv,2015,554600
WA,Black,PopByRace2015.csv,2015,242200
WA,Hispanic,PopByRace2015.csv,2015,863700
WA,Multiple Races,PopByRace2015.csv,2015,327000
WA,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,45800
WA,Total,PopByRace2015.csv,2015,7002800
WA,White,PopByRace2015.csv,2015,4892000
WV,American Indian/Alaska Native,PopByRace2015.csv,2015,
WV,Asian,PopByRace2015.csv,2015,14900
WV,Black,PopByRace2015.csv,2015,61000
WV,Hispanic,PopByRace2015.csv,2015,24000
WV,Multiple Races,PopByRace2015.csv,2015,27400
WV,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
WV,Total,PopByRace2015.csv,2015,1791500
WV,White,PopByRace2015.csv,2015,1662300
WI,American Indian/Alaska Native,PopByRace2015.csv,2015,46100
WI,Asian,PopByRace2015.csv,2015,148700
WI,Black,PopByRace2015.csv,2015,338600
WI,Hispanic,PopByRace2015.csv,2015,369600
WI,Multiple Races,PopByRace2015.csv,2015,104300
WI,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
WI,Total,PopByRace2015.csv,2015,5620900
WI,White,PopByRace2015.csv,2015,4613000
WY,American Indian/Alaska Native,PopByRace2015.csv,2015,10800
WY,Asian,PopByRace2015.csv,2015,4300
WY,Black,PopByRace2015.csv,2015,4500
WY,Hispanic,PopByRace2015.csv,2015,56200
WY,Multiple Races,PopByRace2015.csv,2015,13500
WY,Native Hawaiian/Other Pacific Islander,PopByRace2015.csv,2015,
WY,Total,PopByRace2015.csv,2015,568900
